DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
J612,264751,UT,20:01:07 05-Sep-2024,,,B,46.9176,-135.1385,CRC 72.250,20:01:07 05-Sep-2024,Status,73,16,59,54,218,226,147,84,0,248,250,120,244,12,176,56,1,174,121,156,78,100,110,,,,,,,,,
J612,264751,UT,06:38:06 06-Sep-2024,,,B,46.8167,-134.5316,CRC 13.1,06:38:06 06-Sep-2024,Status,77,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,08:21:11 06-Sep-2024,,,B,46.7074,-134.0537,CRC 246.4,09:39:11 06-Sep-2024,Status,94,208,35,54,0,8,241,84,163,38,114,215,54,100,91,24,1,253,15,216,179,125,109,,,,,,,,,
J612,264751,UT,08:21:57 06-Sep-2024,,,B,46.6274,-134.0090,CRC 3.15,08:21:57 06-Sep-2024,Status,67,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,20:20:08 06-Sep-2024,,,1,46.5386,-133.7825,CRC 0.3,20:20:08 06-Sep-2024,Status,16,54,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,02:29:26 07-Sep-2024,,,B,46.4341,-133.4673,CRC 9c.7c,01:14:03 07-Sep-2024,DSA,19,128,210,112,216,109,100,60,58,155,53,204,26,164,215,101,73,28,254,158,129,199,228,11,2,153,192,65,191,166,81,
J612,264751,UT,15:24:51 07-Sep-2024,,,B,46.4918,-133.6272,CRC 5d.88,14:13:19 07-Jan-2024,DSA,11,160,194,119,88,153,80,44,76,136,139,72,0,64,192,208,86,101,60,7,34,79,224,3,0,128,215,95,155,189,138,
J612,264751,UT,06:41:46 08-Sep-2024,,,B,46.4321,-133.3771,CRC 15.65,06:00:47 08-Sep-2024,DSA,2,160,210,131,36,129,57,52,72,162,108,208,11,234,79,108,203,84,90,6,101,207,233,212,2,112,205,145,212,150,111,
J612,264751,UT,07:48:43 11-Sep-2024,,,,,,CRC af.b3,06:08:58 11-Sep-2024,DSA,21,224,210,179,52,238,87,172,53,30,172,144,2,157,69,5,216,132,254,150,27,66,96,85,10,140,229,201,188,136,112,
J612,264751,UT,17:54:02 11-Sep-2024,,,,,,CRC 37.30,16:41:40 11-Sep-2024,DSA,6,224,210,184,150,164,77,72,58,17,84,124,3,149,95,134,211,45,254,159,33,207,64,191,2,140,237,93,184,74,116,
J612,264751,UT,08:40:13 12-Sep-2024,,,,,,CRC dc.c9,07:52:47 12-Sep-2024,DSA,27,128,210,196,20,9,72,168,55,34,108,168,26,234,199,7,62,180,142,117,247,79,234,218,38,144,193,97,182,144,114,
J612,264751,UT,20:40:44 12-Sep-2024,,,,,,CRC b5.bb,19:51:33 12-Sep-2024,DSA,22,160,210,202,20,83,84,208,63,154,251,138,3,67,71,224,105,243,254,7,40,50,192,39,6,69,15,197,188,60,118,
J612,264751,UT,06:17:22 13-Sep-2024,,,,,,CRC 10.0,06:17:22 13-Sep-2024,Status,42,16,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,16:39:00 13-Sep-2024,,,B,45.4090,-129.2379,CRC 0.9,,,144,54,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,21:37:42 13-Sep-2024,,,B,45.5381,-129.5086,CRC 29.19,21:37:45 13-Sep-2024,Status,67,176,35,54,0,8,241,84,166,214,91,83,82,47,73,6,3,141,15,200,206,133,98,,,,,,,,,
J612,264751,UT,03:34:17 15-Sep-2024,,,B,45.1661,-128.5641,CRC 0a.35,01:39:54 15-Sep-2024,DSA,1,64,210,241,23,14,104,144,53,10,235,70,2,49,85,160,61,69,152,38,195,207,225,191,2,137,25,77,187,112,124,
J612,264751,UT,14:09:12 15-Sep-2024,,,B,45.0070,-128.4670,CRC 90.b4,12:41:07 15-Sep-2024,DSA,18,0,210,246,132,229,89,100,48,11,35,58,9,186,180,64,87,44,254,14,217,54,64,39,2,117,6,221,186,126,127,
J612,264751,UT,15:44:16 16-Sep-2024,,,B,44.4656,-127.2887,CRC 4e.ed,13:44:28 16-Sep-2024,DSA,9,192,211,7,21,252,100,4,18,152,108,114,11,210,221,171,233,100,254,95,103,180,32,26,2,132,210,249,182,192,135,
J612,264751,UT,13:28:22 17-Sep-2024,,,B,44.1375,-126.6109,CRC dd.c6,11:47:26 17-Sep-2024,DSA,27,160,211,22,21,74,88,52,63,51,45,254,45,72,203,98,221,124,72,63,40,56,133,31,6,100,251,225,176,124,112,
J612,264751,UT,02:43:37 20-Sep-2024,,,,,,CRC 57.84,01:59:37 20-Sep-2024,DSA,10,224,211,65,36,199,97,124,53,146,4,72,35,176,223,66,223,140,254,207,58,55,223,239,253,70,63,31,52,21,29,
J612,264751,UT,20:39:48 23-Sep-2024,,,B,41.6264,-124.3458,CRC 16.1f,19:32:00 23-Sep-2024,DSA,2,192,211,122,7,8,114,4,54,16,60,64,2,161,210,128,183,37,58,15,104,63,225,152,2,128,249,85,29,124,121,
J612,264751,UT,07:33:17 26-Sep-2024,,,,,,CRC 75.16,00:00:00 06-Jun-2023,DailyData,14,162,209,227,37,130,92,0,43,50,60,86,10,189,70,39,88,132,255,230,249,59,75,41,4,129,243,13,200,80,62,
J612,264751,UT,03:00:19 27-Sep-2024,,,,,,CRC 0.9,03:00:19 27-Sep-2024,Status,16,52,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,04:42:51 27-Sep-2024,,,B,39.7481,-123.7655,CRC 3e.cf,00:04:25 27-Sep-2024,DSA,7,192,211,176,35,167,226,15,180,158,179,59,20,143,178,128,172,2,96,96,111,152,9,129,50,193,186,179,95,49,29,
J612,264751,UT,18:51:09 27-Sep-2024,,,B,39.6255,-124.3166,CRC 1.8,,,161,65,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,00:25:44 28-Sep-2024,,,B,39.5851,-124.3152,CRC 4.7,00:25:44 28-Sep-2024,Status,20,119,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,15:13:01 29-Sep-2024,,,B,38.9504,-123.9190,CRC 2f.de,14:04:57 29-Sep-2024,DSA,5,224,211,215,72,55,45,52,41,133,43,94,0,163,178,160,244,59,254,15,176,55,0,40,2,141,255,251,124,161,91,
J612,264751,UT,19:16:54 29-Sep-2024,,,B,38.8726,-123.8784,CRC 9d.e5,18:17:40 29-Sep-2024,DSA,19,160,211,217,87,148,41,136,28,7,59,130,4,84,63,224,118,51,134,7,176,52,128,44,6,80,241,117,60,224,9,
J612,264751,UT,06:33:13 30-Sep-2024,,,B,38.5108,-123.6121,CRC 37.92,05:48:54 30-Sep-2024,DSA,6,224,211,227,20,242,85,176,42,17,99,70,3,135,59,133,233,107,254,87,34,51,1,108,229,42,151,44,146,61,65,
J612,264751,UT,02:44:02 01-Oct-2024,,,B,38.0864,-123.3288,CRC c0.db,01:03:33 01-Oct-2024,DSA,24,0,212,16,182,51,164,120,60,18,92,54,1,199,65,64,239,76,254,103,111,50,64,155,10,132,207,189,71,112,130,
J612,264751,UT,14:44:12 02-Oct-2024,,,,,,CRC 2b.3e,14:17:59 02-Oct-2024,DSA,5,96,212,39,69,41,43,244,3,143,203,120,11,254,191,225,230,227,146,7,71,156,33,113,6,145,139,245,106,254,128,
J612,264751,UT,16:58:48 03-Oct-2024,,,3,37.1210,-122.3301,CRC 10.9,,,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,17:35:42 03-Oct-2024,,,3,37.1180,-122.3333,CRC 0.12,17:35:42 03-Oct-2024,Status,16,54,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,18:38:44 03-Oct-2024,,,3,37.1169,-122.3350,CRC 10.9,18:38:44 03-Oct-2024,Status,42,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
