DeployID,Ptt,Source,Instr,Start,End,Kind,Type,MinDepth,PercentTime,MinSec,MaxSec,MaxDives,Percent_20,Percent_33,Percent_40,Percent_60,Percent_66,Percent_80,Percent_100
PL2024_1018_22U3174,264721,Transmission,UT,10:00:00 25-May-2024,12:00:00 25-May-2024,depth,shallow,0.000000,21.3,1495,1567,38,,4.000000,,,10.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,10:00:00 25-May-2024,12:00:00 25-May-2024,depth,deep,,59.8,4273,4345,38,23.000000,,34.000000,54.000000,,63.000000,89.000000
PL2024_1018_22U3174,264721,Transmission,UT,10:00:00 25-May-2024,12:00:00 25-May-2024,depth,dry,,18.9,1325,1397,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,12:00:00 25-May-2024,14:00:00 25-May-2024,depth,shallow,0.000000,19.7,1381,1453,32,,2.000000,,,10.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,12:00:00 25-May-2024,14:00:00 25-May-2024,depth,deep,,64.6,4613,4685,32,30.000000,,46.000000,59.000000,,75.000000,114.000000
PL2024_1018_22U3174,264721,Transmission,UT,12:00:00 25-May-2024,14:00:00 25-May-2024,depth,dry,,15.7,1094,1166,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,14:00:00 25-May-2024,16:00:00 25-May-2024,depth,shallow,0.000000,15.0,1041,1113,31,,1.000000,,,8.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,14:00:00 25-May-2024,16:00:00 25-May-2024,depth,deep,,66.9,4783,4855,31,32.000000,,58.000000,81.000000,,101.000000,116.000000
PL2024_1018_22U3174,264721,Transmission,UT,14:00:00 25-May-2024,16:00:00 25-May-2024,depth,dry,,18.1,1267,1339,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,16:00:00 25-May-2024,18:00:00 25-May-2024,depth,shallow,0.000000,18.1,1268,1340,29,,2.000000,,,10.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,16:00:00 25-May-2024,18:00:00 25-May-2024,depth,deep,,63.8,4556,4628,29,30.000000,,52.000000,72.000000,,104.000000,116.000000
PL2024_1018_22U3174,264721,Transmission,UT,16:00:00 25-May-2024,18:00:00 25-May-2024,depth,dry,,18.1,1267,1339,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,18:00:00 25-May-2024,20:00:00 25-May-2024,depth,shallow,0.000000,22.0,1551,1623,28,,5.000000,,,11.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,18:00:00 25-May-2024,20:00:00 25-May-2024,depth,deep,,57.5,4103,4175,28,33.000000,,60.000000,90.000000,,110.000000,116.000000
PL2024_1018_22U3174,264721,Transmission,UT,18:00:00 25-May-2024,20:00:00 25-May-2024,depth,dry,,20.5,1440,1512,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,20:00:00 25-May-2024,22:00:00 25-May-2024,depth,shallow,0.000000,22.8,1608,1680,30,,4.000000,,,10.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,20:00:00 25-May-2024,22:00:00 25-May-2024,depth,deep,,58.3,4159,4231,30,32.000000,,51.000000,70.000000,,100.000000,114.000000
PL2024_1018_22U3174,264721,Transmission,UT,20:00:00 25-May-2024,22:00:00 25-May-2024,depth,dry,,18.9,1325,1397,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,22:00:00 25-May-2024,00:00:00 26-May-2024,depth,shallow,0.000000,22.0,1551,1623,36,,1.000000,,,6.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,22:00:00 25-May-2024,00:00:00 26-May-2024,depth,deep,,68.5,4896,4968,36,29.000000,,45.000000,56.000000,,75.000000,113.000000
PL2024_1018_22U3174,264721,Transmission,UT,22:00:00 25-May-2024,00:00:00 26-May-2024,depth,dry,,9.5,648,720,,,,,,,,
